id,price,carat,floored_carat,price_per_carat,cut,color,clarity
9732330,650,0.3,0,2167,Very Good,F,VVS2
9982738,650,0.3,0,2167,Super Ideal,E,SI2
9701959,650,0.25,0,2600,Super Ideal,D,VS1
10004064,650,0.27,0,2407,Super Ideal,E,VS1
9240731,650,0.26,0,2500,Super Ideal,H,VVS2
9676234,650,0.25,0,2600,Super Ideal,D,VS1
10010177,650,0.27,0,2407,Super Ideal,E,VS2
9246804,650,0.27,0,2407,Super Ideal,F,VS1
10019031,650,0.27,0,2407,Super Ideal,D,VS1
9727041,650,0.25,0,2600,Super Ideal,D,VS1
9241278,650,0.27,0,2407,Super Ideal,F,VS1
9701956,650,0.25,0,2600,Super Ideal,D,VS1
9404485,650,0.25,0,2600,Super Ideal,G,VVS1
10017290,650,0.25,0,2600,Super Ideal,D,VS1
9244146,650,0.25,0,2600,Super Ideal,G,VVS1
9488539,650,0.25,0,2600,Super Ideal,D,VS1
9246429,650,0.27,0,2407,Super Ideal,E,VS2
9244990,650,0.27,0,2407,Super Ideal,F,VS1
9240675,650,0.27,0,2407,Super Ideal,H,VVS1
9488446,650,0.26,0,2500,Super Ideal,D,VS1
9246382,650,0.27,0,2407,Super Ideal,E,VS1
9964322,650,0.3,0,2167,Very Good,D,SI1
10073447,650,0.3,0,2167,Ideal,G,SI1
10084060,650,0.3,0,2167,Super Ideal,E,SI1
10085136,650,0.34,0,1912,Super Ideal,H,VVS1
10085160,650,0.4,0,1625,Ideal,J,VVS1
10084203,650,0.32,0,2031,Super Ideal,E,SI1
9990854,650,0.3,0,2167,Super Ideal,F,SI2
10085117,650,0.27,0,2407,Super Ideal,E,VS1
10086388,650,0.25,0,2600,Ideal,F,VVS1
10086553,650,0.31,0,2097,Super Ideal,G,VVS2
10086184,650,0.3,0,2167,Super Ideal,F,VVS2
10086633,650,0.41,0,1585,Super Ideal,I,SI1
10085587,650,0.27,0,2407,Super Ideal,E,VS2
10083279,650,0.26,0,2500,Super Ideal,E,VS2
10082189,650,0.27,0,2407,Super Ideal,E,VS1
9501030,650,0.31,0,2097,Super Ideal,I,IF
10018511,650,0.3,0,2167,Super Ideal,H,SI1
10087622,650,0.31,0,2097,Super Ideal,G,SI2
9951425,650,0.31,0,2097,Super Ideal,H,SI1
10048742,650,0.3,0,2167,Super Ideal,F,SI2
9840122,650,0.31,0,2097,Very Good,I,VVS1
9743408,650,0.25,0,2600,Super Ideal,F,VVS1
9991069,650,0.3,0,2167,Good,G,SI1
9967590,650,0.3,0,2167,Very Good,G,SI2
9964194,650,0.3,0,2167,Very Good,H,SI1
9732030,650,0.3,0,2167,Ideal,E,SI1
9958116,650,0.3,0,2167,Super Ideal,G,SI1
9997151,650,0.3,0,2167,Ideal,D,SI2
10064322,650,0.3,0,2167,Ideal,G,SI2
10071841,650,0.3,0,2167,Very Good,I,VS1
9907930,650,0.28,0,2321,Super Ideal,G,VS1
9702227,650,0.27,0,2407,Super Ideal,F,VS1
9405256,650,0.25,0,2600,Super Ideal,G,VVS1
9244120,650,0.27,0,2407,Super Ideal,F,VS1
9244123,650,0.25,0,2600,Super Ideal,H,VVS1
9240812,650,0.27,0,2407,Super Ideal,E,VS2
10016214,650,0.25,0,2600,Super Ideal,D,VS1
9246343,650,0.25,0,2600,Super Ideal,F,VVS2
9967357,650,0.26,0,2500,Super Ideal,D,VVS2
9406466,650,0.27,0,2407,Super Ideal,F,VS1
9242478,650,0.25,0,2600,Super Ideal,F,VVS2
10018428,650,0.25,0,2600,Super Ideal,D,VS1
9701942,650,0.25,0,2600,Super Ideal,D,VS1
9244244,650,0.27,0,2407,Super Ideal,E,VS1
9488516,650,0.25,0,2600,Super Ideal,D,VS1
9702208,650,0.25,0,2600,Super Ideal,D,VS1
9244796,650,0.26,0,2500,Super Ideal,H,VVS2
9739674,650,0.3,0,2167,Ideal,E,SI1
10028094,650,0.3,0,2167,Super Ideal,F,SI2
9964633,650,0.31,0,2097,Super Ideal,E,SI2
10004541,650,0.3,0,2167,Ideal,I,VVS1
10086726,650,0.3,0,2167,Very Good,G,VS2
10083689,650,0.3,0,2167,Super Ideal,G,VS1
10082465,650,0.27,0,2407,Super Ideal,G,VVS1
10082530,650,0.42,0,1548,Super Ideal,J,VS1
10082203,650,0.4,0,1625,Ideal,J,SI1
10086111,650,0.4,0,1625,Very Good,E,SI2
10082441,650,0.32,0,2031,Super Ideal,E,SI1
9904575,650,0.29,0,2241,Ideal,E,VS1
9870629,650,0.4,0,1625,Good,I,VS2
10054537,650,0.38,0,1711,Super Ideal,I,VS2
10048819,650,0.3,0,2167,Super Ideal,F,SI2
10016857,650,0.3,0,2167,Ideal,F,SI1
10053236,650,0.3,0,2167,Ideal,G,SI1
10016860,650,0.3,0,2167,Ideal,F,SI1
9992466,650,0.3,0,2167,Very Good,E,SI2
9949909,650,0.33,0,1970,Ideal,H,SI2
9647843,660,0.27,0,2444,Super Ideal,G,IF
9647866,660,0.27,0,2444,Super Ideal,G,IF
9894613,660,0.3,0,2200,Super Ideal,J,SI1
9983871,660,0.3,0,2200,Super Ideal,J,SI1
9977409,660,0.35,0,1886,Ideal,F,SI1
9997946,660,0.3,0,2200,Ideal,F,SI1
9982827,660,0.31,0,2129,Ideal,F,SI1
10061510,660,0.3,0,2200,Ideal,D,SI2
9981820,660,0.3,0,2200,Super Ideal,D,SI2
9639984,660,0.33,0,2000,Ideal,I,VVS2
10065442,660,0.33,0,2000,Super Ideal,I,VVS1
10002621,660,0.3,0,2200,Very Good,G,SI2
10065886,660,0.3,0,2200,Ideal,G,SI1
10002357,660,0.3,0,2200,Super Ideal,I,VVS2
9676222,660,0.26,0,2538,Super Ideal,D,VS1
9243234,660,0.26,0,2538,Super Ideal,G,VVS2
9967287,660,0.25,0,2640,Super Ideal,F,VVS2
9245005,660,0.26,0,2538,Super Ideal,G,VVS2
9488479,660,0.26,0,2538,Super Ideal,D,VS2
9246807,660,0.27,0,2444,Super Ideal,G,VVS2
9861355,660,0.26,0,2538,Super Ideal,D,VS2
9488722,660,0.27,0,2444,Super Ideal,D,VS2
9831506,660,0.26,0,2538,Super Ideal,D,VS2
9488665,660,0.26,0,2538,Super Ideal,D,VS2
9488502,660,0.26,0,2538,Super Ideal,D,VS1
10069946,660,0.3,0,2200,Ideal,G,SI1
9899278,660,0.3,0,2200,Ideal,E,SI1
10046107,660,0.3,0,2200,Very Good,D,VS1
9998440,660,0.3,0,2200,Ideal,F,VS2
10083868,660,0.25,0,2640,Super Ideal,E,VVS2
10082437,660,0.3,0,2200,Good,E,VVS1
10082819,660,0.3,0,2200,Very Good,D,VS2
10087078,660,0.31,0,2129,Super Ideal,H,VVS1
10087271,660,0.25,0,2640,Ideal,F,VVS2
9930910,660,0.3,0,2200,Super Ideal,D,SI2
9926133,660,0.3,0,2200,Super Ideal,G,SI1
9973765,660,0.3,0,2200,Super Ideal,D,SI2
10022682,660,0.31,0,2129,Super Ideal,E,SI2
9930971,660,0.3,0,2200,Super Ideal,D,SI2
10052417,660,0.3,0,2200,Super Ideal,H,SI1
10088317,660,0.3,0,2200,Super Ideal,H,SI1
10091791,660,0.4,0,1650,Very Good,F,SI2
10091788,660,0.3,0,2200,Ideal,J,SI1
9648003,660,0.27,0,2444,Super Ideal,G,VVS1
9991105,660,0.3,0,2200,Super Ideal,J,VS2
9994137,660,0.3,0,2200,Ideal,I,VVS2
9686057,660,0.34,0,1941,Ideal,G,SI2
9665511,660,0.3,0,2200,Super Ideal,E,SI1
10002285,660,0.33,0,2000,Super Ideal,E,SI2
9242095,660,0.27,0,2444,Super Ideal,G,VVS2
9245944,660,0.25,0,2640,Super Ideal,G,VVS1
9726193,660,0.25,0,2640,Super Ideal,E,VVS2
9241153,660,0.26,0,2538,Super Ideal,G,VVS2
9246930,660,0.25,0,2640,Super Ideal,G,VVS1
9242047,660,0.27,0,2444,Super Ideal,E,VVS2
9241466,660,0.27,0,2444,Super Ideal,G,VVS1
9404111,660,0.25,0,2640,Super Ideal,E,VVS2
9676242,660,0.26,0,2538,Super Ideal,G,VVS2
9404167,660,0.26,0,2538,Super Ideal,G,VVS1
9488623,660,0.26,0,2538,Super Ideal,D,VS1
9488662,660,0.26,0,2538,Super Ideal,D,VS1
9246796,660,0.27,0,2444,Super Ideal,H,IF
9405961,660,0.27,0,2444,Super Ideal,G,VVS2
9244441,660,0.26,0,2538,Super Ideal,G,VVS2
9246366,660,0.25,0,2640,Super Ideal,E,VVS2
9921743,660,0.25,0,2640,Super Ideal,D,VVS2
9488537,660,0.26,0,2538,Super Ideal,D,VS1
10028558,660,0.26,0,2538,Super Ideal,D,VS2
9488505,660,0.26,0,2538,Super Ideal,D,VS1
9964358,660,0.4,0,1650,Ideal,J,VS2
10028122,660,0.3,0,2200,Super Ideal,F,SI1
9927040,660,0.3,0,2200,Super Ideal,F,SI1
10077627,660,0.34,0,1941,Super Ideal,J,VVS1
9927315,660,0.3,0,2200,Super Ideal,F,SI1
10084855,660,0.26,0,2538,Super Ideal,G,IF
10085489,660,0.36,0,1833,Super Ideal,F,SI1
10085435,660,0.42,0,1571,Super Ideal,I,SI1
10083659,660,0.36,0,1833,Super Ideal,F,SI1
10082367,660,0.26,0,2538,Super Ideal,E,VVS2
10084663,660,0.41,0,1610,Super Ideal,J,SI2
10087247,660,0.3,0,2200,Good,F,VS1
10085556,660,0.27,0,2444,Super Ideal,F,VS2
10087113,660,0.25,0,2640,Super Ideal,F,VVS2
10087234,660,0.25,0,2640,Ideal,D,VVS2
10087627,660,0.3,0,2200,Good,H,VVS1
9904534,660,0.29,0,2276,Ideal,G,VVS1
10054495,660,0.4,0,1650,Very Good,I,SI1
10054543,660,0.38,0,1737,Super Ideal,H,SI1
9708226,660,0.3,0,2200,Ideal,E,SI1
10027696,660,0.3,0,2200,Super Ideal,F,SI2
9841059,660,0.3,0,2200,Super Ideal,H,VS2
10018199,660,0.3,0,2200,Super Ideal,G,SI1
9972800,660,0.3,0,2200,Super Ideal,D,SI2
10079409,660,0.3,0,2200,Ideal,D,SI2
10087065,660,0.3,0,2200,Super Ideal,G,VS1
9797999,660,0.3,0,2200,Super Ideal,I,IF
9894584,660,0.33,0,2000,Super Ideal,I,SI2
9576516,660,0.3,0,2200,Ideal,G,VVS1
10053735,660,0.34,0,1941,Super Ideal,F,SI2
9943084,660,0.33,0,2000,Super Ideal,H,SI1
9879995,660,0.3,0,2200,Super Ideal,E,SI1
9640724,660,0.35,0,1886,Super Ideal,I,VS2
10068301,660,0.34,0,1941,Super Ideal,H,VVS1
10053256,660,0.3,0,2200,Ideal,E,SI1
10076002,660,0.34,0,1941,Super Ideal,H,VVS1
9246769,660,0.25,0,2640,Super Ideal,G,VVS1
9488506,660,0.26,0,2538,Super Ideal,D,VS1
9942921,660,0.26,0,2538,Super Ideal,D,VS2
9403960,660,0.27,0,2444,Super Ideal,G,VVS2
9676351,660,0.27,0,2444,Super Ideal,G,VVS2
9243027,660,0.27,0,2444,Super Ideal,G,VVS2
9488494,660,0.26,0,2538,Super Ideal,D,VS1
9246088,660,0.26,0,2538,Super Ideal,G,VVS2
9241207,660,0.25,0,2640,Super Ideal,E,VVS2
9405219,660,0.25,0,2640,Super Ideal,E,VVS2
9488748,660,0.26,0,2538,Super Ideal,D,VS1
9921515,660,0.28,0,2357,Super Ideal,D,VS1
9488620,660,0.26,0,2538,Super Ideal,D,VS1
9754601,660,0.26,0,2538,Super Ideal,D,VS2
9247080,660,0.25,0,2640,Super Ideal,F,VVS2
9488523,660,0.26,0,2538,Super Ideal,D,VS1
9244427,660,0.27,0,2444,Super Ideal,G,VVS2
9923619,660,0.3,0,2200,Super Ideal,D,SI2
9575745,660,0.31,0,2129,Super Ideal,I,IF
10073327,660,0.3,0,2200,Ideal,D,SI2
10004551,660,0.3,0,2200,Ideal,F,SI1
10085291,660,0.37,0,1784,Ideal,H,VS2
10085377,660,0.25,0,2640,Super Ideal,F,VVS1
10083872,660,0.25,0,2640,Super Ideal,F,VVS1
10082678,660,0.31,0,2129,Super Ideal,D,VS2
10087233,660,0.3,0,2200,Good,F,VS1
10079793,660,0.31,0,2129,Super Ideal,I,SI2
10086203,660,0.25,0,2640,Super Ideal,E,VVS2
10082328,660,0.25,0,2640,Super Ideal,F,VVS1
10082254,660,0.33,0,2000,Super Ideal,E,SI1
10087290,660,0.25,0,2640,Super Ideal,E,VVS2
10087132,660,0.25,0,2640,Super Ideal,F,VVS2
9904466,660,0.27,0,2444,Super Ideal,E,VS1
9904461,660,0.29,0,2276,Ideal,D,VS1
10054716,660,0.36,0,1833,Ideal,H,SI1
9930923,660,0.3,0,2200,Very Good,F,SI1
9922876,660,0.3,0,2200,Very Good,E,SI1
10065679,660,0.31,0,2129,Super Ideal,G,SI2
10016256,660,0.3,0,2200,Very Good,D,SI1
9949797,660,0.3,0,2200,Good,F,SI1
9454259,660,0.27,0,2444,Super Ideal,G,VVS1
9812142,660,0.28,0,2357,Super Ideal,G,VVS2
9869997,660,0.29,0,2276,Super Ideal,H,IF
10041557,660,0.25,0,2640,Ideal,D,VVS1
9970308,660,0.33,0,2000,Super Ideal,J,VS2
9591227,660,0.32,0,2063,Ideal,E,SI1
9926901,660,0.3,0,2200,Ideal,F,SI1
9928153,660,0.3,0,2200,Ideal,G,SI1
9712928,660,0.3,0,2200,Ideal,F,VS2
9820443,660,0.32,0,2063,Super Ideal,I,VS1
10063086,660,0.3,0,2200,Super Ideal,F,SI2
10063748,660,0.3,0,2200,Super Ideal,E,SI1
10023538,660,0.31,0,2129,Super Ideal,H,SI2
9242986,660,0.25,0,2640,Super Ideal,G,VVS1
9488531,660,0.26,0,2538,Super Ideal,D,VS1
9245685,660,0.25,0,2640,Super Ideal,F,VVS2
9245313,660,0.25,0,2640,Super Ideal,F,VVS2
9488688,660,0.26,0,2538,Super Ideal,D,VS1
9869613,660,0.25,0,2640,Super Ideal,D,VVS2
9792232,660,0.26,0,2538,Super Ideal,D,VS2
9488510,660,0.26,0,2538,Super Ideal,D,VS1
9488595,660,0.26,0,2538,Super Ideal,D,VS1
9243475,660,0.26,0,2538,Super Ideal,G,VVS1
9488508,660,0.26,0,2538,Super Ideal,D,VS1
9241111,660,0.25,0,2640,Super Ideal,F,VVS2
9488627,660,0.27,0,2444,Super Ideal,D,VS1
9754812,660,0.25,0,2640,Super Ideal,G,VVS1
9243345,660,0.25,0,2640,Super Ideal,F,VVS2
9683905,660,0.25,0,2640,Super Ideal,D,VVS2
9488541,660,0.26,0,2538,Super Ideal,D,VS1
9964501,660,0.3,0,2200,Super Ideal,E,SI2
9925949,660,0.3,0,2200,Ideal,G,SI1
9900491,660,0.3,0,2200,Ideal,I,VVS1
10084461,660,0.4,0,1650,Very Good,J,VVS2
10084321,660,0.3,0,2200,Ideal,F,VS2
10083851,660,0.25,0,2640,Super Ideal,F,VVS2
10082386,660,0.41,0,1610,Super Ideal,J,VVS1
10084270,660,0.25,0,2640,Super Ideal,F,VVS1
10085537,660,0.31,0,2129,Super Ideal,G,VVS2
10082621,660,0.3,0,2200,Super Ideal,F,VS2
10086100,660,0.34,0,1941,Super Ideal,H,VS1
10082238,660,0.25,0,2640,Super Ideal,F,VVS1
10087163,660,0.25,0,2640,Super Ideal,F,VVS2
10088511,660,0.3,0,2200,Very Good,G,VS2
10021048,660,0.31,0,2129,Super Ideal,F,SI2
9928025,660,0.3,0,2200,Super Ideal,F,SI1
10091001,660,0.3,0,2200,Ideal,D,SI1
10091506,660,0.3,0,2200,Very Good,F,SI2
10078610,660,0.34,0,1941,Super Ideal,I,VVS2
10041560,660,0.28,0,2357,Ideal,D,VS2
9952396,660,0.3,0,2200,Very Good,F,SI2
9977161,660,0.36,0,1833,Ideal,I,VS2
9927261,660,0.33,0,2000,Super Ideal,D,SI2
10053050,660,0.3,0,2200,Super Ideal,I,VVS1
9809023,660,0.3,0,2200,Very Good,F,VVS2
9704897,660,0.29,0,2276,Super Ideal,G,IF
10061021,660,0.3,0,2200,Super Ideal,D,SI2
10066147,660,0.32,0,2063,Very Good,D,SI1
9241305,660,0.25,0,2640,Super Ideal,F,VVS2
9245236,660,0.26,0,2538,Super Ideal,G,VVS2
9479044,660,0.26,0,2538,Super Ideal,G,VVS2
9488501,660,0.27,0,2444,Super Ideal,D,VS2
9240535,660,0.27,0,2444,Super Ideal,F,VVS2
9404935,660,0.26,0,2538,Super Ideal,G,VVS2
9488729,660,0.26,0,2538,Super Ideal,D,VS2
9488593,660,0.26,0,2538,Super Ideal,D,VS1
9243920,660,0.26,0,2538,Super Ideal,G,VVS2
9967236,660,0.25,0,2640,Super Ideal,F,VVS2
9627753,660,0.27,0,2444,Super Ideal,D,VS1
9241003,660,0.25,0,2640,Super Ideal,F,VVS2
9753830,660,0.25,0,2640,Super Ideal,E,VVS2
9488491,660,0.27,0,2444,Super Ideal,D,VS2
9923146,660,0.3,0,2200,Super Ideal,D,SI2
9565500,660,0.32,0,2063,Super Ideal,I,IF
9964466,660,0.3,0,2200,Very Good,F,VS1
10065330,660,0.3,0,2200,Super Ideal,F,SI1
10085732,660,0.25,0,2640,Super Ideal,F,VVS1
10082529,660,0.3,0,2200,Ideal,E,VS2
10083854,660,0.4,0,1650,Very Good,J,VS1
10083817,660,0.3,0,2200,Super Ideal,G,VVS1
10083050,660,0.31,0,2129,Super Ideal,H,VS2
10082752,660,0.34,0,1941,Super Ideal,H,VVS1
10085185,660,0.36,0,1833,Super Ideal,J,VVS2
10085156,660,0.34,0,1941,Super Ideal,I,VVS1
10087111,660,0.25,0,2640,Super Ideal,E,VVS2
10087125,660,0.25,0,2640,Ideal,D,VVS2
9904479,660,0.28,0,2357,Super Ideal,H,IF
10054523,660,0.4,0,1650,Very Good,I,VS2
9787912,660,0.3,0,2200,Ideal,H,VVS2
10078977,660,0.3,0,2200,Ideal,D,SI2
9926131,660,0.37,0,1784,Ideal,F,SI2
9930996,660,0.3,0,2200,Super Ideal,D,SI2
10022081,660,0.3,0,2200,Super Ideal,E,SI2
10064775,660,0.32,0,2063,Super Ideal,I,VS2
9999996,670,0.3,0,2233,Super Ideal,G,SI2
9965470,670,0.29,0,2310,Ideal,E,SI1
9546681,670,0.32,0,2094,Ideal,E,SI1
9254058,670,0.3,0,2233,Super Ideal,J,IF
10027661,670,0.35,0,1914,Super Ideal,F,SI2
9982309,670,0.3,0,2233,Super Ideal,E,SI2
9946843,670,0.3,0,2233,Super Ideal,D,SI2
9951323,670,0.3,0,2233,Ideal,E,SI1
9640328,670,0.4,0,1675,Very Good,I,SI1
9918388,670,0.3,0,2233,Very Good,G,SI1
10064362,670,0.3,0,2233,Very Good,G,SI2
9754027,670,0.27,0,2481,Super Ideal,E,VS1
9245880,670,0.26,0,2577,Super Ideal,G,VVS1
10073293,670,0.3,0,2233,Super Ideal,H,VVS2
9405740,670,0.25,0,2680,Super Ideal,D,VVS2
9603565,670,0.28,0,2393,Super Ideal,D,VS1
10073851,670,0.3,0,2233,Very Good,G,VVS2
9702492,670,0.27,0,2481,Super Ideal,E,VS1
9405221,670,0.25,0,2680,Super Ideal,D,VVS2
9241279,670,0.26,0,2577,Super Ideal,F,VVS2
9246657,670,0.27,0,2481,Super Ideal,E,VS1
9240613,670,0.27,0,2481,Super Ideal,E,VS1
10082191,670,0.3,0,2233,Super Ideal,E,VS2
10083879,670,0.3,0,2233,Ideal,D,VS2
10085379,670,0.27,0,2481,Super Ideal,F,VS1
10086786,670,0.25,0,2680,Super Ideal,F,VVS1
10086589,670,0.25,0,2680,Super Ideal,F,VVS2
10082848,670,0.3,0,2233,Ideal,H,VVS2
9924673,670,0.3,0,2233,Super Ideal,D,SI2
9927807,670,0.3,0,2233,Super Ideal,F,SI1
9930657,670,0.3,0,2233,Super Ideal,D,SI2
10010544,670,0.32,0,2094,Super Ideal,I,VS1
10023314,670,0.3,0,2233,Very Good,F,SI2
9969024,670,0.3,0,2233,Super Ideal,E,SI1
10087949,670,0.32,0,2094,Ideal,F,SI1
10090698,670,0.3,0,2233,Very Good,D,SI2
9903408,670,0.32,0,2094,Super Ideal,H,IF
9461067,670,0.31,0,2161,Super Ideal,G,VVS1
9991048,670,0.3,0,2233,Ideal,E,SI2
9676023,670,0.3,0,2233,Ideal,E,SI1
9945881,670,0.3,0,2233,Very Good,I,VS2
9952073,670,0.3,0,2233,Very Good,E,SI1
9923686,670,0.3,0,2233,Super Ideal,D,SI2
10028509,670,0.3,0,2233,Super Ideal,F,SI1
10069225,670,0.4,0,1675,Very Good,J,SI2
9921936,670,0.31,0,2161,Super Ideal,J,VVS2
9242281,670,0.27,0,2481,Super Ideal,E,VS1
9246252,670,0.26,0,2577,Super Ideal,G,VVS1
9404844,670,0.25,0,2680,Super Ideal,D,VVS2
9246184,670,0.27,0,2481,Super Ideal,H,VVS2
9869656,670,0.25,0,2680,Ideal,D,VVS2
9405933,670,0.27,0,2481,Super Ideal,E,VS1
9242119,670,0.27,0,2481,Super Ideal,E,VS1
9869699,670,0.25,0,2680,Super Ideal,D,VVS2
9246347,670,0.26,0,2577,Super Ideal,G,VVS1
9240853,670,0.25,0,2680,Super Ideal,D,VVS2
9245658,670,0.25,0,2680,Super Ideal,D,VVS2
10062621,670,0.3,0,2233,Super Ideal,E,SI2
10061629,670,0.3,0,2233,Super Ideal,F,SI2
10004561,670,0.3,0,2233,Super Ideal,F,SI1
9982629,670,0.3,0,2233,Super Ideal,F,SI1
9957117,670,0.3,0,2233,Super Ideal,F,SI1
9964596,670,0.3,0,2233,Super Ideal,E,SI1
10010454,670,0.33,0,2030,Super Ideal,I,VS2
9792524,670,0.31,0,2161,Super Ideal,I,IF
9545848,670,0.3,0,2233,Super Ideal,E,SI1
9946403,670,0.31,0,2161,Super Ideal,E,SI2
9921647,670,0.31,0,2161,Ideal,F,SI1
10073197,670,0.3,0,2233,Super Ideal,E,SI2
9925407,670,0.31,0,2161,Super Ideal,F,SI1
10085714,670,0.3,0,2233,Super Ideal,H,IF
10085164,670,0.3,0,2233,Very Good,G,VS2
10083009,670,0.4,0,1675,Ideal,E,SI2
10084942,670,0.4,0,1675,Very Good,F,SI2
10085909,670,0.25,0,2680,Super Ideal,E,VVS2
10081166,670,0.3,0,2233,Very Good,D,SI2
10079902,670,0.3,0,2233,Ideal,E,SI2
10070143,670,0.3,0,2233,Ideal,D,SI2
10083378,670,0.25,0,2680,Super Ideal,E,VVS1
10087801,670,0.3,0,2233,Very Good,H,VVS1
10080476,670,0.41,0,1634,Very Good,I,VS2
10004303,670,0.3,0,2233,Good,G,VVS2
10054504,670,0.36,0,1861,Very Good,G,SI1
9972018,670,0.3,0,2233,Super Ideal,D,SI2
10021728,670,0.32,0,2094,Super Ideal,F,SI2
10016359,670,0.3,0,2233,Ideal,F,SI1
9925528,670,0.3,0,2233,Super Ideal,D,SI2
10021959,670,0.3,0,2233,Super Ideal,D,SI2
9712807,670,0.3,0,2233,Super Ideal,H,VS2
10022036,670,0.3,0,2233,Super Ideal,G,SI2
10090577,670,0.3,0,2233,Ideal,D,SI2
10091085,670,0.3,0,2233,Super Ideal,F,SI2
9903252,670,0.41,0,1634,Very Good,I,SI2
9789521,670,0.31,0,2161,Ideal,E,SI1
9977752,670,0.3,0,2233,Good,H,SI2
9687755,670,0.3,0,2233,Super Ideal,I,IF
10061006,670,0.3,0,2233,Super Ideal,E,SI2
9998402,670,0.3,0,2233,Super Ideal,D,SI2
9874042,670,0.31,0,2161,Super Ideal,I,VVS1
10028109,670,0.31,0,2161,Super Ideal,F,SI2
9936084,670,0.3,0,2233,Super Ideal,D,SI2
10063187,670,0.3,0,2233,Super Ideal,E,SI2
9244306,670,0.27,0,2481,Super Ideal,F,VVS2
9246130,670,0.25,0,2680,Super Ideal,D,VVS2
10073166,670,0.32,0,2094,Super Ideal,I,VVS2
9967284,670,0.26,0,2577,Ideal,F,VVS2
9245700,670,0.26,0,2577,Super Ideal,F,VVS2
9404674,670,0.25,0,2680,Super Ideal,D,VVS2
9403913,670,0.27,0,2481,Super Ideal,E,VS1
10062884,670,0.3,0,2233,Super Ideal,E,SI2
10061011,670,0.3,0,2233,Super Ideal,E,SI2
9743376,670,0.3,0,2233,Ideal,E,SI1
9989837,670,0.3,0,2233,Super Ideal,D,SI2
10004549,670,0.3,0,2233,Ideal,F,SI1
9921956,670,0.3,0,2233,Very Good,F,SI1
10000626,670,0.4,0,1675,Very Good,I,VVS1
9968714,670,0.3,0,2233,Ideal,G,VS2
9544609,670,0.3,0,2233,Ideal,G,VVS2
10085095,670,0.25,0,2680,Super Ideal,E,VVS2
10082119,670,0.41,0,1634,Super Ideal,J,VS2
10084631,670,0.36,0,1861,Super Ideal,I,VS2
10085400,670,0.3,0,2233,Very Good,D,VS2
10086295,670,0.3,0,2233,Super Ideal,G,VS1
10082435,670,0.4,0,1675,Ideal,J,VVS2
10085294,670,0.3,0,2233,Ideal,F,VS1
10087323,670,0.3,0,2233,Super Ideal,H,VS2
10086306,670,0.3,0,2233,Super Ideal,H,VS1
10085955,670,0.25,0,2680,Super Ideal,F,VVS2
10082538,670,0.25,0,2680,Super Ideal,F,VVS1
10081933,670,0.4,0,1675,Ideal,J,VS1
10088167,670,0.3,0,2233,Very Good,H,VVS2
10088428,670,0.3,0,2233,Very Good,E,VS2
10054614,670,0.3,0,2233,Super Ideal,G,VVS1
9702675,670,0.3,0,2233,Ideal,E,SI1
10079309,670,0.3,0,2233,Super Ideal,I,VS1
10061395,670,0.31,0,2161,Super Ideal,F,SI2
10024118,670,0.3,0,2233,Very Good,D,SI2
9892815,670,0.3,0,2233,Super Ideal,J,VS1
10090214,670,0.35,0,1914,Super Ideal,I,SI1
10016207,670,0.3,0,2233,Very Good,E,VVS2
9923137,670,0.32,0,2094,Ideal,G,SI2
9894570,670,0.33,0,2030,Super Ideal,J,VS2
10000014,670,0.25,0,2680,Super Ideal,H,VVS2
9926453,670,0.31,0,2161,Super Ideal,G,SI1
9948707,670,0.3,0,2233,Super Ideal,G,SI2
9984440,670,0.34,0,1971,Ideal,J,VVS2
9925769,670,0.3,0,2233,Super Ideal,D,SI2
9913458,670,0.3,0,2233,Very Good,E,SI1
9998186,670,0.3,0,2233,Super Ideal,D,SI2
10062707,670,0.32,0,2094,Super Ideal,F,SI2
10011733,670,0.35,0,1914,Very Good,E,SI2
10061189,670,0.3,0,2233,Super Ideal,F,SI2
9243970,670,0.26,0,2577,Super Ideal,F,VVS2
9244215,670,0.26,0,2577,Super Ideal,E,VVS2
9405699,670,0.25,0,2680,Super Ideal,D,VVS2
9244961,670,0.27,0,2481,Super Ideal,E,VS1
9241064,670,0.25,0,2680,Ideal,D,VVS2
9405994,670,0.25,0,2680,Super Ideal,D,VVS2
9967230,670,0.25,0,2680,Super Ideal,D,VVS2
9403581,670,0.25,0,2680,Ideal,D,VVS2
9726431,670,0.27,0,2481,Super Ideal,E,VS1
9241860,670,0.27,0,2481,Super Ideal,F,VVS2
9488517,670,0.27,0,2481,Super Ideal,D,VS1
9726559,670,0.27,0,2481,Super Ideal,E,VS1
9240715,670,0.25,0,2680,Super Ideal,E,VVS2
9702440,670,0.27,0,2481,Super Ideal,E,VS1
9963403,670,0.3,0,2233,Very Good,H,VVS1
9931233,670,0.3,0,2233,Super Ideal,D,SI2
10022386,670,0.3,0,2233,Ideal,H,VS2
9588460,670,0.3,0,2233,Super Ideal,E,SI1
10061138,670,0.3,0,2233,Super Ideal,E,SI2
9927566,670,0.37,0,1811,Ideal,E,SI2
9936336,670,0.3,0,2233,Super Ideal,I,VVS2
10082589,670,0.3,0,2233,Very Good,G,VVS1
10083981,670,0.4,0,1675,Very Good,I,SI1
10085807,670,0.25,0,2680,Super Ideal,F,VVS1
10086484,670,0.3,0,2233,Very Good,D,VS1
10082158,670,0.4,0,1675,Very Good,I,VVS2
